timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1763601364.6761892,0.0,0.0,0.0,0.0,0.0,0.0
1763601364.7223861,0.0,0.0,0.0,0.0,0.0,0.24
1763601364.7629929,0.0,0.0,0.0,0.0,0.0,0.48
1763601364.8036585,0.0,0.0,0.0,0.0,0.0,0.72
1763601364.8438027,0.0,0.0,0.0,0.0,0.0,0.96
1763601364.8834655,0.0,0.0,0.0,0.0,0.0,1.2
1763601364.924235,0.0,0.0,0.0,0.0,0.0,1.44
1763601364.967261,0.0,0.0,0.0,0.0,0.0,1.68
1763601364.99525,0.0,0.0,0.0,0.0,0.0,1.92
1763601365.0375965,0.0,0.0,0.0,0.0,0.0,2.16
1763601365.0825133,0.0,0.0,0.0,0.0,0.0,2.4
1763601365.1212103,0.0,0.0,0.0,0.0,0.0,2.64
1763601365.1671646,0.0,0.0,0.0,0.0,0.0,2.88
1763601365.195366,0.0,0.0,0.0,0.0,0.0,3.12
1763601365.2432456,0.0,0.0,0.0,0.0,0.0,3.36
1763601365.2823632,0.0,0.0,0.0,0.0,0.0,3.6
1763601365.326309,0.0,0.0,0.0,0.0,0.0,3.84
1763601365.3633661,0.0,0.0,0.0,0.0,0.0,4.08
1763601365.4050703,0.0,0.0,0.0,0.0,0.0,4.32
1763601365.434584,0.0,0.0,0.0,0.0,0.0,4.56
1763601365.4822354,0.0,0.0,0.0,0.0,0.0,4.8
1763601365.5255897,0.0,0.0,0.0,0.0,0.0,5.04
1763601365.568016,0.0,0.0,0.0,0.0,0.0,5.28
1763601365.6053696,0.0,0.0,0.0,0.0,0.0,5.52
1763601365.6439369,0.0,0.0,0.0,0.0,0.0,5.76
1763601365.683963,0.0,0.0,0.0,0.0,0.0,6.0
1763601365.718416,0.0,0.0,0.0,0.0,0.0,6.24
1763601365.7624588,0.0,0.0,0.0,0.0,0.0,6.48
1763601365.802223,0.0,0.0,0.0,0.0,0.0,6.72
1763601365.8464017,0.0,0.0,0.0,0.0,0.0,6.96
1763601365.8810809,0.0,0.0,0.0,0.0,0.0,7.2
1763601365.9194596,0.0,0.0,0.0,0.0,0.0,7.44
1763601365.9639635,0.0,0.0,0.0,0.0,0.0,7.68
1763601366.0044231,0.0,0.0,0.0,0.0,0.0,7.92
1763601366.0419993,0.0,0.0,0.0,0.0,0.0,8.16
1763601366.0821745,0.0,0.0,0.0,0.0,0.0,8.4
1763601366.1216958,0.0,0.0,0.0,0.0,0.0,8.64
1763601366.1617434,0.0,0.0,0.0,0.0,0.0,8.88
1763601366.2061205,0.0,0.0,0.0,0.0,0.0,9.12
1763601366.2463124,0.0,0.0,0.0,0.0,0.0,9.36
1763601366.282387,0.0,0.0,0.0,0.0,0.0,9.6
1763601366.323336,0.0,0.0,0.0,0.0,0.0,9.84
1763601366.3563187,0.0,0.0,0.0,0.0,0.0,10.08
1763601366.3964643,0.0,0.0,0.0,0.0,0.0,10.32
1763601366.4421763,0.0,0.0,0.0,0.0,0.0,10.56
1763601366.4767752,0.0,0.0,0.0,0.0,0.0,10.8
1763601366.5221455,0.0,0.0,0.0,0.0,0.0,11.04
1763601366.562256,0.0,0.0,0.0,0.0,0.0,11.28
1763601366.59506,0.0,0.0,0.0,0.0,0.0,11.52
1763601366.64199,0.0,0.0,0.0,0.0,0.0,11.76
1763601366.6834762,0.0,0.0,0.0,0.0,0.0,12.0
