timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1764083109.3086343,0.0,0.0,0.0,0.0,0.0,2.0
1764083109.3495562,0.0,0.0,0.0,0.0,0.0,1.984
1764083109.3927035,0.0,0.0,0.0,0.0,0.0,1.942
1764083109.434176,0.0,0.0,0.0,0.0,0.0,1.858
1764083109.4700441,0.0,0.0,0.0,0.0,0.0,1.75
1764083109.5118241,0.0,0.0,0.0,0.0,0.0,1.618
1764083109.5528169,0.0,0.0,0.0,0.0,0.0,1.462
1764083109.5921354,0.0,0.0,0.0,0.0,0.0,1.274
1764083109.631445,0.0,0.0,0.0,0.0,0.0,1.074
1764083109.670173,0.0,0.0,0.0,0.0,0.0,0.84
1764083109.7096965,0.0,0.0,0.0,0.0,0.0,0.618
1764083109.7514603,0.0,0.0,0.0,0.0,0.0,0.382
1764083109.790132,0.0,0.0,0.0,0.0,0.0,0.126
1764083109.832575,0.0,0.0,0.0,0.0,0.0,-0.126
1764083109.8740554,0.0,0.0,0.0,0.0,0.0,-0.382
1764083109.9097176,0.0,0.0,0.0,0.0,0.0,-0.618
1764083109.9552817,0.0,0.0,0.0,0.0,0.0,-0.84
1764083109.9923582,0.0,0.0,0.0,0.0,0.0,-1.074
1764083110.0296278,0.0,0.0,0.0,0.0,0.0,-1.274
1764083110.0715225,0.0,0.0,0.0,0.0,0.0,-1.462
1764083110.1090806,0.0,0.0,0.0,0.0,0.0,-1.618
1764083110.151236,0.0,0.0,0.0,0.0,0.0,-1.75
1764083110.1935785,0.0,0.0,0.0,0.0,0.0,-1.858
1764083110.2352178,0.0,0.0,0.0,0.0,0.0,-1.942
1764083110.270944,0.0,0.0,0.0,0.0,0.0,-1.984
1764083110.3094318,0.0,0.0,0.0,0.0,0.0,-2.0
1764083110.3495278,0.0,0.0,0.0,0.0,0.0,-1.984
1764083110.392903,0.0,0.0,0.0,0.0,0.0,-1.942
1764083110.4297311,0.0,0.0,0.0,0.0,0.0,-1.858
1764083110.4700472,0.0,0.0,0.0,0.0,0.0,-1.75
1764083110.5114388,0.0,0.0,0.0,0.0,0.0,-1.618
1764083110.551266,0.0,0.0,0.0,0.0,0.0,-1.462
1764083110.5900283,0.0,0.0,0.0,0.0,0.0,-1.274
1764083110.629306,0.0,0.0,0.0,0.0,0.0,-1.074
1764083110.6693125,0.0,0.0,0.0,0.0,0.0,-0.84
1764083110.7096837,0.0,0.0,0.0,0.0,0.0,-0.618
1764083110.7513106,0.0,0.0,0.0,0.0,0.0,-0.382
1764083110.7918758,0.0,0.0,0.0,0.0,0.0,-0.126
1764083110.8306224,0.0,0.0,0.0,0.0,0.0,0.126
1764083110.8711247,0.0,0.0,0.0,0.0,0.0,0.382
1764083110.9133847,0.0,0.0,0.0,0.0,0.0,0.618
1764083110.949489,0.0,0.0,0.0,0.0,0.0,0.84
1764083110.9891365,0.0,0.0,0.0,0.0,0.0,1.074
1764083111.0297084,0.0,0.0,0.0,0.0,0.0,1.274
1764083111.0730932,0.0,0.0,0.0,0.0,0.0,1.462
1764083111.1103916,0.0,0.0,0.0,0.0,0.0,1.618
1764083111.149216,0.0,0.0,0.0,0.0,0.0,1.75
1764083111.1900587,0.0,0.0,0.0,0.0,0.0,1.858
1764083111.2299159,0.0,0.0,0.0,0.0,0.0,1.942
1764083111.2697334,0.0,0.0,0.0,0.0,0.0,1.984
1764083111.3133032,0.0,0.0,0.0,0.0,0.0,2.0
