timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1764062205.2897172,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.33539,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.3743773,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.414855,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.4538493,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.4937904,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.5338902,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.573864,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.6156445,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.6537833,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.695016,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.7274125,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.7747338,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.8141994,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.8538227,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.8936784,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.9344032,0.0,0.0,0.0,0.0,0.0,2.5
1764062205.97423,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.013844,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.0537815,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.0944426,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.1343246,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.1741977,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.2138462,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.253878,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.2937253,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.334822,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.3734677,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.413866,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.453793,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.494079,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.533758,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.5745623,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.6133847,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.6541178,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.6948483,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.7338512,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.774238,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.814194,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.8539438,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.8960867,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.933818,0.0,0.0,0.0,0.0,0.0,2.5
1764062206.9745195,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.0146923,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.0534856,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.095604,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.141401,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.1743324,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.2147846,0.0,0.0,0.0,0.0,0.0,2.5
1764062207.2542453,0.0,0.0,0.0,0.0,0.0,2.5
