timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1764063393.5407875,0.0,0.0,0.0,0.0,0.0,0.0
1764063393.5797887,0.0,0.0,0.0,0.0,0.0,0.482
1764063393.6294007,0.0,0.0,0.0,0.0,0.0,0.844
1764063393.6644228,0.0,0.0,0.0,0.0,0.0,0.997
1764063393.7013783,0.0,0.0,0.0,0.0,0.0,0.909
1764063393.7516198,0.0,0.0,0.0,0.0,0.0,0.598
1764063393.7811048,0.0,0.0,0.0,0.0,0.0,0.141
1764063393.8268921,0.0,0.0,0.0,0.0,0.0,-0.333
1764063393.8731008,0.0,0.0,0.0,0.0,0.0,-0.777
1764063393.9105287,0.0,0.0,0.0,0.0,0.0,-0.974
1764063393.9501653,0.0,0.0,0.0,0.0,0.0,-0.959
1764063393.9889748,0.0,0.0,0.0,0.0,0.0,-0.707
1764063394.0289428,0.0,0.0,0.0,0.0,0.0,-0.281
1764063394.067358,0.0,0.0,0.0,0.0,0.0,0.216
1764063394.1086576,0.0,0.0,0.0,0.0,0.0,0.656
1764063394.1480258,0.0,0.0,0.0,0.0,0.0,0.932
1764063394.1908371,0.0,0.0,0.0,0.0,0.0,0.986
1764063394.2275386,0.0,0.0,0.0,0.0,0.0,0.809
1764063394.267525,0.0,0.0,0.0,0.0,0.0,0.429
1764063394.3087041,0.0,0.0,0.0,0.0,0.0,-0.058
1764063394.3403912,0.0,0.0,0.0,0.0,0.0,-0.471
1764063394.3794706,0.0,0.0,0.0,0.0,0.0,-0.872
1764063394.4291933,0.0,0.0,0.0,0.0,0.0,-0.999
1764063394.4679446,0.0,0.0,0.0,0.0,0.0,-0.883
1764063394.5107832,0.0,0.0,0.0,0.0,0.0,-0.551
1764063394.5484319,0.0,0.0,0.0,0.0,0.0,-0.084
1764063394.5877697,0.0,0.0,0.0,0.0,0.0,0.404
1764063394.6197524,0.0,0.0,0.0,0.0,0.0,0.793
1764063394.6615872,0.0,0.0,0.0,0.0,0.0,0.989
1764063394.7101214,0.0,0.0,0.0,0.0,0.0,0.942
1764063394.7394633,0.0,0.0,0.0,0.0,0.0,0.664
1764063394.789712,0.0,0.0,0.0,0.0,0.0,0.224
