timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1763454669.2272217,0.0,0.0,0.0,0.0,0.0,0.0
1763454669.2702396,0.0,0.0,0.0,0.0,0.0,0.48
1763454669.3106086,0.0,0.0,0.0,0.0,0.0,0.96
1763454669.3511224,0.0,0.0,0.0,0.0,0.0,1.44
1763454669.3910496,0.0,0.0,0.0,0.0,0.0,1.92
1763454669.4305122,0.0,0.0,0.0,0.0,0.0,2.4
1763454669.4705546,0.0,0.0,0.0,0.0,0.0,2.88
1763454669.5106518,0.0,0.0,0.0,0.0,0.0,3.36
1763454669.5501766,0.0,0.0,0.0,0.0,0.0,3.84
1763454669.5911508,0.0,0.0,0.0,0.0,0.0,4.32
1763454669.6308146,0.0,0.0,0.0,0.0,0.0,4.8
1763454669.672663,0.0,0.0,0.0,0.0,0.0,5.28
1763454669.7144227,0.0,0.0,0.0,0.0,0.0,5.76
1763454669.7511127,0.0,0.0,0.0,0.0,0.0,6.24
1763454669.79013,0.0,0.0,0.0,0.0,0.0,6.72
1763454669.8301673,0.0,0.0,0.0,0.0,0.0,7.2
1763454669.8704364,0.0,0.0,0.0,0.0,0.0,7.68
1763454669.9106216,0.0,0.0,0.0,0.0,0.0,8.16
1763454669.9502213,0.0,0.0,0.0,0.0,0.0,8.64
1763454669.989924,0.0,0.0,0.0,0.0,0.0,9.12
1763454670.032737,0.0,0.0,0.0,0.0,0.0,9.6
1763454670.0707538,0.0,0.0,0.0,0.0,0.0,10.08
1763454670.1126618,0.0,0.0,0.0,0.0,0.0,10.56
1763454670.151447,0.0,0.0,0.0,0.0,0.0,11.04
1763454670.1913168,0.0,0.0,0.0,0.0,0.0,11.52
1763454670.2308226,0.0,0.0,0.0,0.0,0.0,12.0
