timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1764047016.3655934,0.0,0.0,0.0,0.0,0.0,0.0
1764047016.4065917,0.0,0.0,0.0,0.0,0.0,0.24
1764047016.4465744,0.0,0.0,0.0,0.0,0.0,0.48
1764047016.4863055,0.0,0.0,0.0,0.0,0.0,0.72
1764047016.526452,0.0,0.0,0.0,0.0,0.0,0.96
1764047016.5653317,0.0,0.0,0.0,0.0,0.0,1.2
1764047016.6073868,0.0,0.0,0.0,0.0,0.0,1.44
1764047016.6454973,0.0,0.0,0.0,0.0,0.0,1.68
1764047016.6884818,0.0,0.0,0.0,0.0,0.0,1.92
1764047016.7267394,0.0,0.0,0.0,0.0,0.0,2.16
1764047016.7653754,0.0,0.0,0.0,0.0,0.0,2.4
1764047016.8054988,0.0,0.0,0.0,0.0,0.0,2.64
1764047016.8453262,0.0,0.0,0.0,0.0,0.0,2.88
1764047016.88513,0.0,0.0,0.0,0.0,0.0,3.12
1764047016.9264965,0.0,0.0,0.0,0.0,0.0,3.36
1764047016.9653583,0.0,0.0,0.0,0.0,0.0,3.6
1764047017.0053904,0.0,0.0,0.0,0.0,0.0,3.84
1764047017.047197,0.0,0.0,0.0,0.0,0.0,4.08
1764047017.085617,0.0,0.0,0.0,0.0,0.0,4.32
1764047017.1257448,0.0,0.0,0.0,0.0,0.0,4.56
1764047017.1677125,0.0,0.0,0.0,0.0,0.0,4.8
1764047017.2071586,0.0,0.0,0.0,0.0,0.0,5.04
1764047017.246029,0.0,0.0,0.0,0.0,0.0,5.28
1764047017.2885475,0.0,0.0,0.0,0.0,0.0,5.52
1764047017.32645,0.0,0.0,0.0,0.0,0.0,5.76
1764047017.3657265,0.0,0.0,0.0,0.0,0.0,6.0
1764047017.4098024,0.0,0.0,0.0,0.0,0.0,6.24
1764047017.4458416,0.0,0.0,0.0,0.0,0.0,6.48
1764047017.4866502,0.0,0.0,0.0,0.0,0.0,6.72
1764047017.5267832,0.0,0.0,0.0,0.0,0.0,6.96
1764047017.5659516,0.0,0.0,0.0,0.0,0.0,7.2
1764047017.6093574,0.0,0.0,0.0,0.0,0.0,7.44
1764047017.6458323,0.0,0.0,0.0,0.0,0.0,7.68
1764047017.686573,0.0,0.0,0.0,0.0,0.0,7.92
1764047017.726358,0.0,0.0,0.0,0.0,0.0,8.16
1764047017.7654426,0.0,0.0,0.0,0.0,0.0,8.4
1764047017.8062608,0.0,0.0,0.0,0.0,0.0,8.64
1764047017.8503542,0.0,0.0,0.0,0.0,0.0,8.88
1764047017.885337,0.0,0.0,0.0,0.0,0.0,9.12
1764047017.9266498,0.0,0.0,0.0,0.0,0.0,9.36
1764047017.9654093,0.0,0.0,0.0,0.0,0.0,9.6
1764047018.0065274,0.0,0.0,0.0,0.0,0.0,9.84
1764047018.0470197,0.0,0.0,0.0,0.0,0.0,10.08
1764047018.086064,0.0,0.0,0.0,0.0,0.0,10.32
1764047018.125743,0.0,0.0,0.0,0.0,0.0,10.56
1764047018.1667268,0.0,0.0,0.0,0.0,0.0,10.8
1764047018.205185,0.0,0.0,0.0,0.0,0.0,11.04
1764047018.2462466,0.0,0.0,0.0,0.0,0.0,11.28
1764047018.2856448,0.0,0.0,0.0,0.0,0.0,11.52
1764047018.3273563,0.0,0.0,0.0,0.0,0.0,11.76
1764047018.3658888,0.0,0.0,0.0,0.0,0.0,12.0
