timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1764049064.9317544,0.0,0.0,0.0,0.0,0.0,0.0
1764049064.9783516,0.0,0.0,0.0,0.0,0.0,0.0628
1764049065.0174525,0.0,0.0,0.0,0.0,0.0,0.1256
1764049065.0585594,0.0,0.0,0.0,0.0,0.0,0.1884
1764049065.101074,0.0,0.0,0.0,0.0,0.0,0.2512
1764049065.1381223,0.0,0.0,0.0,0.0,0.0,0.314
1764049065.1815183,0.0,0.0,0.0,0.0,0.0,0.3768
1764049065.2213666,0.0,0.0,0.0,0.0,0.0,0.4396
1764049065.2582393,0.0,0.0,0.0,0.0,0.0,0.5024
1764049065.2911184,0.0,0.0,0.0,0.0,0.0,0.5652
1764049065.3368447,0.0,0.0,0.0,0.0,0.0,0.628
1764049065.3710926,0.0,0.0,0.0,0.0,0.0,0.6908
1764049065.4220436,0.0,0.0,0.0,0.0,0.0,0.7536
1764049065.4582086,0.0,0.0,0.0,0.0,0.0,0.8164
1764049065.4997292,0.0,0.0,0.0,0.0,0.0,0.8792
1764049065.538586,0.0,0.0,0.0,0.0,0.0,0.942
1764049065.5779414,0.0,0.0,0.0,0.0,0.0,1.0048
1764049065.6201031,0.0,0.0,0.0,0.0,0.0,1.0676
1764049065.6598535,0.0,0.0,0.0,0.0,0.0,1.1304
1764049065.7007148,0.0,0.0,0.0,0.0,0.0,1.1932
1764049065.7375484,0.0,0.0,0.0,0.0,0.0,1.256
1764049065.7773669,0.0,0.0,0.0,0.0,0.0,1.3188
1764049065.817154,0.0,0.0,0.0,0.0,0.0,1.3816
1764049065.8574152,0.0,0.0,0.0,0.0,0.0,1.4444
1764049065.898012,0.0,0.0,0.0,0.0,0.0,1.5072
1764049065.9386065,0.0,0.0,0.0,0.0,0.0,1.57
1764049065.9772587,0.0,0.0,0.0,0.0,0.0,1.6328
1764049066.0197825,0.0,0.0,0.0,0.0,0.0,1.6956
1764049066.0583344,0.0,0.0,0.0,0.0,0.0,1.7584
1764049066.0977168,0.0,0.0,0.0,0.0,0.0,1.8212
1764049066.1372166,0.0,0.0,0.0,0.0,0.0,1.884
1764049066.1792135,0.0,0.0,0.0,0.0,0.0,1.9468
1764049066.2173526,0.0,0.0,0.0,0.0,0.0,2.0096
1764049066.2521555,0.0,0.0,0.0,0.0,0.0,2.0724
1764049066.2978094,0.0,0.0,0.0,0.0,0.0,2.1352
1764049066.3388147,0.0,0.0,0.0,0.0,0.0,2.198
1764049066.3802593,0.0,0.0,0.0,0.0,0.0,2.2608
1764049066.4185596,0.0,0.0,0.0,0.0,0.0,2.3236
1764049066.4575996,0.0,0.0,0.0,0.0,0.0,2.3864
1764049066.497844,0.0,0.0,0.0,0.0,0.0,2.4492
1764049066.545313,0.0,0.0,0.0,0.0,0.0,2.512
1764049066.5791721,0.0,0.0,0.0,0.0,0.0,2.5748
